,tollgate_id,time_window,direction,volume,volume_model0,volume_model1,volume_model2,volume_model3,volume_model4,volume_model5,volume_model6,volume_model7,volume_etc0,volume_etc1,volume_type0,volume_type1,volume_type2,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,A2,A3,B1,B3,C1,C3,dayofweek,hour
871,3,2016-09-21 10:00:00,0,114,1,88,23,1,1,0,0,0,87,27,0,0,114,1013.2,1018.2,348,1.5,24.9,67,0.0,72.12,115.45,127.61,127.55,110.86,200.78684210526316,0,2
872,3,2016-09-21 10:00:00,1,71,0,62,7,1,1,0,0,0,56,15,59,12,0,1013.2,1018.2,348,1.5,24.9,67,0.0,72.12,115.45,127.61,127.55,110.86,200.78684210526316,0,2
873,1,2016-09-21 10:00:00,0,36,0,35,1,0,0,0,0,0,30,6,0,0,36,1013.2,1018.2,348,1.5,24.9,67,0.0,72.12,115.45,127.61,127.55,110.86,200.78684210526316,0,2
874,1,2016-09-21 10:00:00,1,96,0,76,11,1,2,6,0,0,78,18,60,36,0,1013.2,1018.2,348,1.5,24.9,67,0.0,72.12,115.45,127.61,127.55,110.86,200.78684210526316,0,2
875,2,2016-09-21 10:20:00,0,67,0,58,9,0,0,0,0,0,57,10,0,0,67,1013.2,1018.2,348,1.5,24.9,67,0.0,56.87,113.55,313.19,110.52,177.2857692307692,126.34,0,2
876,3,2016-09-21 10:20:00,0,115,4,85,24,1,1,0,0,0,92,23,0,0,115,1013.2,1018.2,348,1.5,24.9,67,0.0,56.87,113.55,313.19,110.52,177.2857692307692,126.34,0,2
877,3,2016-09-21 10:20:00,1,87,0,78,6,1,1,1,0,0,66,21,66,21,0,1013.2,1018.2,348,1.5,24.9,67,0.0,56.87,113.55,313.19,110.52,177.2857692307692,126.34,0,2
878,1,2016-09-21 10:20:00,0,57,0,51,5,1,0,0,0,0,46,11,0,0,57,1013.2,1018.2,348,1.5,24.9,67,0.0,56.87,113.55,313.19,110.52,177.2857692307692,126.34,0,2
879,1,2016-09-21 10:20:00,1,98,0,77,10,2,2,6,0,1,82,16,70,28,0,1013.2,1018.2,348,1.5,24.9,67,0.0,56.87,113.55,313.19,110.52,177.2857692307692,126.34,0,2
880,2,2016-09-21 10:40:00,0,74,0,57,17,0,0,0,0,0,60,14,0,0,74,1013.2,1018.2,348,1.5,24.9,67,0.0,71.8,82.75,153.38,154.48,141.97,181.02,0,2
881,3,2016-09-21 10:40:00,0,118,0,81,35,0,2,0,0,0,102,16,0,0,118,1013.2,1018.2,348,1.5,24.9,67,0.0,71.8,82.75,153.38,154.48,141.97,181.02,0,2
882,3,2016-09-21 10:40:00,1,80,0,74,4,1,0,1,0,0,65,15,68,12,0,1013.2,1018.2,348,1.5,24.9,67,0.0,71.8,82.75,153.38,154.48,141.97,181.02,0,2
883,1,2016-09-21 10:40:00,0,37,0,30,7,0,0,0,0,0,29,8,0,0,37,1013.2,1018.2,348,1.5,24.9,67,0.0,71.8,82.75,153.38,154.48,141.97,181.02,0,2
884,1,2016-09-21 10:40:00,1,89,0,76,5,3,4,1,0,0,67,22,63,26,0,1013.2,1018.2,348,1.5,24.9,67,0.0,71.8,82.75,153.38,154.48,141.97,181.02,0,2
885,2,2016-09-21 11:00:00,0,45,0,39,6,0,0,0,0,0,37,8,0,0,45,1013.2,1018.2,348,1.5,24.9,67,0.0,56.22,108.24,104.15,102.31,212.87,114.2,0,2
886,3,2016-09-21 11:00:00,0,76,1,61,13,0,1,0,0,0,49,27,0,0,76,1013.2,1018.2,348,1.5,24.9,67,0.0,56.22,108.24,104.15,102.31,212.87,114.2,0,2
887,3,2016-09-21 11:00:00,1,70,0,58,5,4,2,1,0,0,56,14,53,17,0,1013.2,1018.2,348,1.5,24.9,67,0.0,56.22,108.24,104.15,102.31,212.87,114.2,0,2
888,1,2016-09-21 11:00:00,0,32,0,29,3,0,0,0,0,0,26,6,0,0,32,1013.2,1018.2,348,1.5,24.9,67,0.0,56.22,108.24,104.15,102.31,212.87,114.2,0,2
889,1,2016-09-21 11:00:00,1,77,0,57,10,4,1,5,0,0,65,12,48,29,0,1013.2,1018.2,348,1.5,24.9,67,0.0,56.22,108.24,104.15,102.31,212.87,114.2,0,2
890,2,2016-09-21 11:20:00,0,58,0,45,13,0,0,0,0,0,47,11,0,0,58,1013.2,1018.2,348,1.5,24.9,67,0.0,46.46,98.91,115.48,84.23,146.02,123.22,0,2
891,3,2016-09-21 11:20:00,0,101,0,70,30,0,1,0,0,0,77,24,0,0,101,1013.2,1018.2,348,1.5,24.9,67,0.0,46.46,98.91,115.48,84.23,146.02,123.22,0,2
892,3,2016-09-21 11:20:00,1,72,0,66,4,1,0,1,0,0,51,21,59,13,0,1013.2,1018.2,348,1.5,24.9,67,0.0,46.46,98.91,115.48,84.23,146.02,123.22,0,2
893,1,2016-09-21 11:20:00,0,27,0,22,3,1,1,0,0,0,21,6,0,0,27,1013.2,1018.2,348,1.5,24.9,67,0.0,46.46,98.91,115.48,84.23,146.02,123.22,0,2
894,1,2016-09-21 11:20:00,1,79,0,69,2,6,0,2,0,0,64,15,59,20,0,1013.2,1018.2,348,1.5,24.9,67,0.0,46.46,98.91,115.48,84.23,146.02,123.22,0,2
895,2,2016-09-21 11:40:00,0,50,0,36,14,0,0,0,0,0,42,8,0,0,50,1013.2,1018.2,348,1.5,24.9,67,0.0,61.84,105.55,151.7,103.14,173.6,180.3,0,2
896,3,2016-09-21 11:40:00,0,97,0,72,24,0,1,0,0,0,80,17,0,0,97,1013.2,1018.2,348,1.5,24.9,67,0.0,61.84,105.55,151.7,103.14,173.6,180.3,0,2
897,3,2016-09-21 11:40:00,1,82,0,69,6,5,1,1,0,0,61,21,62,20,0,1013.2,1018.2,348,1.5,24.9,67,0.0,61.84,105.55,151.7,103.14,173.6,180.3,0,2
898,1,2016-09-21 11:40:00,0,32,0,25,7,0,0,0,0,0,27,5,0,0,32,1013.2,1018.2,348,1.5,24.9,67,0.0,61.84,105.55,151.7,103.14,173.6,180.3,0,2
899,1,2016-09-21 11:40:00,1,78,0,61,9,5,2,1,0,0,64,14,48,30,0,1013.2,1018.2,348,1.5,24.9,67,0.0,61.84,105.55,151.7,103.14,173.6,180.3,0,2
900,2,2016-09-21 12:00:00,0,63,0,56,6,0,1,0,0,0,50,13,0,0,63,1014.1,1019.1,320,2.4,21.3,91,0.5,56.98,104.2,90.31,124.78,168.99,156.13157894736844,0,2
901,3,2016-09-21 12:00:00,0,68,0,54,14,0,0,0,0,0,50,18,0,0,68,1014.1,1019.1,320,2.4,21.3,91,0.5,56.98,104.2,90.31,124.78,168.99,156.13157894736844,0,2
902,3,2016-09-21 12:00:00,1,88,0,79,5,3,1,0,0,0,69,19,76,12,0,1014.1,1019.1,320,2.4,21.3,91,0.5,56.98,104.2,90.31,124.78,168.99,156.13157894736844,0,2
903,1,2016-09-21 12:00:00,0,45,0,37,4,1,2,0,0,1,32,13,0,0,45,1014.1,1019.1,320,2.4,21.3,91,0.5,56.98,104.2,90.31,124.78,168.99,156.13157894736844,0,2
904,1,2016-09-21 12:00:00,1,84,0,64,16,1,1,2,0,0,64,20,51,33,0,1014.1,1019.1,320,2.4,21.3,91,0.5,56.98,104.2,90.31,124.78,168.99,156.13157894736844,0,2
905,2,2016-09-21 12:20:00,0,42,0,36,6,0,0,0,0,0,32,10,0,0,42,1014.1,1019.1,320,2.4,21.3,91,0.5,45.97,118.03,75.43,144.93,200.0588888888889,143.21,0,2
906,3,2016-09-21 12:20:00,0,79,0,61,15,1,2,0,0,0,61,18,0,0,79,1014.1,1019.1,320,2.4,21.3,91,0.5,45.97,118.03,75.43,144.93,200.0588888888889,143.21,0,2
907,3,2016-09-21 12:20:00,1,85,0,74,3,5,1,2,0,0,60,25,71,14,0,1014.1,1019.1,320,2.4,21.3,91,0.5,45.97,118.03,75.43,144.93,200.0588888888889,143.21,0,2
908,1,2016-09-21 12:20:00,0,42,0,35,6,1,0,0,0,0,26,16,0,0,42,1014.1,1019.1,320,2.4,21.3,91,0.5,45.97,118.03,75.43,144.93,200.0588888888889,143.21,0,2
909,1,2016-09-21 12:20:00,1,96,0,71,12,4,3,4,0,2,80,16,57,39,0,1014.1,1019.1,320,2.4,21.3,91,0.5,45.97,118.03,75.43,144.93,200.0588888888889,143.21,0,2
910,2,2016-09-21 12:40:00,0,55,0,45,10,0,0,0,0,0,42,13,0,0,55,1014.1,1019.1,320,2.4,21.3,91,0.5,72.75,86.71,93.96,94.92,184.42,126.47,0,2
911,3,2016-09-21 12:40:00,0,110,0,91,17,1,1,0,0,0,76,34,0,0,110,1014.1,1019.1,320,2.4,21.3,91,0.5,72.75,86.71,93.96,94.92,184.42,126.47,0,2
912,3,2016-09-21 12:40:00,1,102,0,92,5,3,0,2,0,0,82,20,87,15,0,1014.1,1019.1,320,2.4,21.3,91,0.5,72.75,86.71,93.96,94.92,184.42,126.47,0,2
913,1,2016-09-21 12:40:00,0,38,0,34,2,1,1,0,0,0,23,15,0,0,38,1014.1,1019.1,320,2.4,21.3,91,0.5,72.75,86.71,93.96,94.92,184.42,126.47,0,2
914,1,2016-09-21 12:40:00,1,90,0,70,8,2,4,6,0,0,68,22,61,29,0,1014.1,1019.1,320,2.4,21.3,91,0.5,72.75,86.71,93.96,94.92,184.42,126.47,0,2
915,2,2016-09-21 13:00:00,0,82,0,74,7,1,0,0,0,0,60,22,0,0,82,1014.1,1019.1,320,2.4,21.3,91,0.5,75.13,104.84,97.73,121.87,163.42,155.14,0,3
916,3,2016-09-21 13:00:00,0,99,0,71,27,0,1,0,0,0,77,22,0,0,99,1014.1,1019.1,320,2.4,21.3,91,0.5,75.13,104.84,97.73,121.87,163.42,155.14,0,3
917,3,2016-09-21 13:00:00,1,100,0,83,7,8,0,2,0,0,78,22,83,17,0,1014.1,1019.1,320,2.4,21.3,91,0.5,75.13,104.84,97.73,121.87,163.42,155.14,0,3
918,1,2016-09-21 13:00:00,0,44,0,40,2,2,0,0,0,0,35,9,0,0,44,1014.1,1019.1,320,2.4,21.3,91,0.5,75.13,104.84,97.73,121.87,163.42,155.14,0,3
919,1,2016-09-21 13:00:00,1,87,0,76,6,0,0,4,0,1,65,22,62,25,0,1014.1,1019.1,320,2.4,21.3,91,0.5,75.13,104.84,97.73,121.87,163.42,155.14,0,3
920,2,2016-09-21 13:20:00,0,72,0,55,14,2,0,0,0,1,50,22,0,0,72,1014.1,1019.1,320,2.4,21.3,91,0.5,58.73,89.33,145.05,137.61,140.53,185.44,0,3
921,3,2016-09-21 13:20:00,0,113,0,83,24,1,5,0,0,0,91,22,0,0,113,1014.1,1019.1,320,2.4,21.3,91,0.5,58.73,89.33,145.05,137.61,140.53,185.44,0,3
922,3,2016-09-21 13:20:00,1,108,0,96,10,0,0,2,0,0,87,21,85,23,0,1014.1,1019.1,320,2.4,21.3,91,0.5,58.73,89.33,145.05,137.61,140.53,185.44,0,3
923,1,2016-09-21 13:20:00,0,41,0,39,2,0,0,0,0,0,32,9,0,0,41,1014.1,1019.1,320,2.4,21.3,91,0.5,58.73,89.33,145.05,137.61,140.53,185.44,0,3
924,1,2016-09-21 13:20:00,1,87,0,77,7,2,0,0,1,0,70,17,64,23,0,1014.1,1019.1,320,2.4,21.3,91,0.5,58.73,89.33,145.05,137.61,140.53,185.44,0,3
925,2,2016-09-21 13:40:00,0,62,0,55,6,1,0,0,0,0,39,23,0,0,62,1014.1,1019.1,320,2.4,21.3,91,0.5,62.56,99.67,92.27,107.45,147.26,129.8,0,3
926,3,2016-09-21 13:40:00,0,95,0,75,19,0,1,0,0,0,75,20,0,0,95,1014.1,1019.1,320,2.4,21.3,91,0.5,62.56,99.67,92.27,107.45,147.26,129.8,0,3
927,3,2016-09-21 13:40:00,1,99,0,88,6,4,1,0,0,0,66,33,83,16,0,1014.1,1019.1,320,2.4,21.3,91,0.5,62.56,99.67,92.27,107.45,147.26,129.8,0,3
928,1,2016-09-21 13:40:00,0,51,0,45,5,1,0,0,0,0,37,14,0,0,51,1014.1,1019.1,320,2.4,21.3,91,0.5,62.56,99.67,92.27,107.45,147.26,129.8,0,3
929,1,2016-09-21 13:40:00,1,105,0,82,9,4,2,7,0,1,83,22,75,30,0,1014.1,1019.1,320,2.4,21.3,91,0.5,62.56,99.67,92.27,107.45,147.26,129.8,0,3
930,2,2016-09-21 14:00:00,0,78,0,61,15,1,1,0,0,0,57,21,0,0,78,1014.1,1019.1,320,2.4,21.3,91,0.5,74.63,95.07,122.77,113.8,157.17,177.58,0,3
931,3,2016-09-21 14:00:00,0,108,0,83,24,1,0,0,0,0,87,21,0,0,108,1014.1,1019.1,320,2.4,21.3,91,0.5,74.63,95.07,122.77,113.8,157.17,177.58,0,3
932,3,2016-09-21 14:00:00,1,74,0,66,6,0,2,0,0,0,55,19,63,11,0,1014.1,1019.1,320,2.4,21.3,91,0.5,74.63,95.07,122.77,113.8,157.17,177.58,0,3
933,1,2016-09-21 14:00:00,0,53,0,48,4,1,0,0,0,0,36,17,0,0,53,1014.1,1019.1,320,2.4,21.3,91,0.5,74.63,95.07,122.77,113.8,157.17,177.58,0,3
934,1,2016-09-21 14:00:00,1,104,0,90,7,4,1,2,0,0,80,24,85,19,0,1014.1,1019.1,320,2.4,21.3,91,0.5,74.63,95.07,122.77,113.8,157.17,177.58,0,3
935,2,2016-09-21 14:20:00,0,79,0,68,10,1,0,0,0,0,65,14,0,0,79,1014.1,1019.1,320,2.4,21.3,91,0.5,52.59,99.79,195.92,124.99,140.52,154.04,0,3
936,3,2016-09-21 14:20:00,0,93,0,76,12,2,3,0,0,0,60,33,0,0,93,1014.1,1019.1,320,2.4,21.3,91,0.5,52.59,99.79,195.92,124.99,140.52,154.04,0,3
937,3,2016-09-21 14:20:00,1,98,0,83,11,3,1,0,0,0,80,18,78,20,0,1014.1,1019.1,320,2.4,21.3,91,0.5,52.59,99.79,195.92,124.99,140.52,154.04,0,3
938,1,2016-09-21 14:20:00,0,43,0,37,6,0,0,0,0,0,33,10,0,0,43,1014.1,1019.1,320,2.4,21.3,91,0.5,52.59,99.79,195.92,124.99,140.52,154.04,0,3
939,1,2016-09-21 14:20:00,1,93,0,77,9,2,4,1,0,0,74,19,68,25,0,1014.1,1019.1,320,2.4,21.3,91,0.5,52.59,99.79,195.92,124.99,140.52,154.04,0,3
940,2,2016-09-21 14:40:00,0,66,0,56,9,1,0,0,0,0,55,11,0,0,66,1014.1,1019.1,320,2.4,21.3,91,0.5,81.38,140.94,104.7,121.67,140.68,193.06,0,3
941,3,2016-09-21 14:40:00,0,102,0,79,22,0,1,0,0,0,79,23,0,0,102,1014.1,1019.1,320,2.4,21.3,91,0.5,81.38,140.94,104.7,121.67,140.68,193.06,0,3
942,3,2016-09-21 14:40:00,1,100,0,90,6,1,0,3,0,0,82,18,85,15,0,1014.1,1019.1,320,2.4,21.3,91,0.5,81.38,140.94,104.7,121.67,140.68,193.06,0,3
943,1,2016-09-21 14:40:00,0,54,0,50,3,1,0,0,0,0,40,14,0,0,54,1014.1,1019.1,320,2.4,21.3,91,0.5,81.38,140.94,104.7,121.67,140.68,193.06,0,3
944,1,2016-09-21 14:40:00,1,103,0,86,9,1,2,5,0,0,76,27,71,32,0,1014.1,1019.1,320,2.4,21.3,91,0.5,81.38,140.94,104.7,121.67,140.68,193.06,0,3
945,2,2016-09-21 15:00:00,0,63,0,56,6,0,1,0,0,0,45,18,0,0,63,1014.1,1019.1,310,1.0,20.8,93,0.0,47.04,90.16,134.26,102.55,158.26,219.1,0,3
946,3,2016-09-21 15:00:00,0,113,1,90,21,0,1,0,0,0,86,27,0,0,113,1014.1,1019.1,310,1.0,20.8,93,0.0,47.04,90.16,134.26,102.55,158.26,219.1,0,3
947,3,2016-09-21 15:00:00,1,98,0,89,6,0,0,3,0,0,75,23,87,11,0,1014.1,1019.1,310,1.0,20.8,93,0.0,47.04,90.16,134.26,102.55,158.26,219.1,0,3
948,1,2016-09-21 15:00:00,0,48,1,44,3,0,0,0,0,0,39,9,0,0,48,1014.1,1019.1,310,1.0,20.8,93,0.0,47.04,90.16,134.26,102.55,158.26,219.1,0,3
949,1,2016-09-21 15:00:00,1,98,0,84,8,2,3,1,0,0,74,24,83,15,0,1014.1,1019.1,310,1.0,20.8,93,0.0,47.04,90.16,134.26,102.55,158.26,219.1,0,3
950,2,2016-09-21 15:20:00,0,81,0,66,13,0,1,0,0,1,63,18,0,0,81,1014.1,1019.1,310,1.0,20.8,93,0.0,138.96,102.51,137.58,120.98,192.64,294.56,0,3
951,3,2016-09-21 15:20:00,0,114,0,85,28,0,1,0,0,0,88,26,0,0,114,1014.1,1019.1,310,1.0,20.8,93,0.0,138.96,102.51,137.58,120.98,192.64,294.56,0,3
952,3,2016-09-21 15:20:00,1,108,0,98,5,3,0,2,0,0,78,30,95,13,0,1014.1,1019.1,310,1.0,20.8,93,0.0,138.96,102.51,137.58,120.98,192.64,294.56,0,3
953,1,2016-09-21 15:20:00,0,46,0,42,1,3,0,0,0,0,33,13,0,0,46,1014.1,1019.1,310,1.0,20.8,93,0.0,138.96,102.51,137.58,120.98,192.64,294.56,0,3
954,1,2016-09-21 15:20:00,1,96,0,84,4,4,2,2,0,0,64,32,74,22,0,1014.1,1019.1,310,1.0,20.8,93,0.0,138.96,102.51,137.58,120.98,192.64,294.56,0,3
955,2,2016-09-21 15:40:00,0,77,0,62,14,0,1,0,0,0,61,16,0,0,77,1014.1,1019.1,310,1.0,20.8,93,0.0,80.58,91.95,125.82,100.15,213.79,127.07,0,3
956,3,2016-09-21 15:40:00,0,89,0,65,24,0,0,0,0,0,72,17,0,0,89,1014.1,1019.1,310,1.0,20.8,93,0.0,80.58,91.95,125.82,100.15,213.79,127.07,0,3
957,3,2016-09-21 15:40:00,1,99,0,92,2,3,2,0,0,0,78,21,92,7,0,1014.1,1019.1,310,1.0,20.8,93,0.0,80.58,91.95,125.82,100.15,213.79,127.07,0,3
958,1,2016-09-21 15:40:00,0,49,0,43,6,0,0,0,0,0,31,18,0,0,49,1014.1,1019.1,310,1.0,20.8,93,0.0,80.58,91.95,125.82,100.15,213.79,127.07,0,3
959,1,2016-09-21 15:40:00,1,90,0,77,5,2,2,4,0,0,72,18,64,26,0,1014.1,1019.1,310,1.0,20.8,93,0.0,80.58,91.95,125.82,100.15,213.79,127.07,0,3
960,2,2016-09-21 16:00:00,0,66,0,58,8,0,0,0,0,0,50,16,0,0,66,1014.1,1019.1,310,1.0,20.8,93,0.0,78.8,97.5,132.1723076923077,123.32,141.8,169.38,0,3
961,3,2016-09-21 16:00:00,0,109,0,76,31,0,2,0,0,0,89,20,0,0,109,1014.1,1019.1,310,1.0,20.8,93,0.0,78.8,97.5,132.1723076923077,123.32,141.8,169.38,0,3
962,3,2016-09-21 16:00:00,1,87,0,83,4,0,0,0,0,0,61,26,81,6,0,1014.1,1019.1,310,1.0,20.8,93,0.0,78.8,97.5,132.1723076923077,123.32,141.8,169.38,0,3
963,1,2016-09-21 16:00:00,0,46,0,43,2,0,1,0,0,0,34,12,0,0,46,1014.1,1019.1,310,1.0,20.8,93,0.0,78.8,97.5,132.1723076923077,123.32,141.8,169.38,0,3
964,1,2016-09-21 16:00:00,1,105,0,95,5,3,0,2,0,0,74,31,91,14,0,1014.1,1019.1,310,1.0,20.8,93,0.0,78.8,97.5,132.1723076923077,123.32,141.8,169.38,0,3
965,2,2016-09-21 16:20:00,0,81,0,65,15,1,0,0,0,0,67,14,0,0,81,1014.1,1019.1,310,1.0,20.8,93,0.0,65.03,110.77,46.11,115.15,184.23,166.84,0,3
966,3,2016-09-21 16:20:00,0,118,0,96,21,0,1,0,0,0,90,28,0,0,118,1014.1,1019.1,310,1.0,20.8,93,0.0,65.03,110.77,46.11,115.15,184.23,166.84,0,3
967,3,2016-09-21 16:20:00,1,88,0,77,5,2,2,2,0,0,67,21,78,10,0,1014.1,1019.1,310,1.0,20.8,93,0.0,65.03,110.77,46.11,115.15,184.23,166.84,0,3
968,1,2016-09-21 16:20:00,0,45,0,43,1,0,1,0,0,0,33,12,0,0,45,1014.1,1019.1,310,1.0,20.8,93,0.0,65.03,110.77,46.11,115.15,184.23,166.84,0,3
969,1,2016-09-21 16:20:00,1,97,0,86,5,2,1,3,0,0,71,26,76,21,0,1014.1,1019.1,310,1.0,20.8,93,0.0,65.03,110.77,46.11,115.15,184.23,166.84,0,3
970,2,2016-09-21 16:40:00,0,99,0,87,11,0,1,0,0,0,77,22,0,0,99,1014.1,1019.1,310,1.0,20.8,93,0.0,78.4,110.4,116.92,107.66,166.07,239.33,0,3
971,3,2016-09-21 16:40:00,0,124,0,98,23,1,2,0,0,0,95,29,0,0,124,1014.1,1019.1,310,1.0,20.8,93,0.0,78.4,110.4,116.92,107.66,166.07,239.33,0,3
972,3,2016-09-21 16:40:00,1,100,0,90,5,3,0,2,0,0,77,23,86,14,0,1014.1,1019.1,310,1.0,20.8,93,0.0,78.4,110.4,116.92,107.66,166.07,239.33,0,3
973,1,2016-09-21 16:40:00,0,46,0,41,3,0,2,0,0,0,32,14,0,0,46,1014.1,1019.1,310,1.0,20.8,93,0.0,78.4,110.4,116.92,107.66,166.07,239.33,0,3
974,1,2016-09-21 16:40:00,1,98,0,84,11,1,2,0,0,0,76,22,80,18,0,1014.1,1019.1,310,1.0,20.8,93,0.0,78.4,110.4,116.92,107.66,166.07,239.33,0,3
975,2,2016-09-21 17:00:00,0,88,0,82,6,0,0,0,0,0,70,18,0,0,88,1014.1,1019.1,310,1.0,20.8,93,0.0,69.95,115.54,127.05148148148147,81.4,237.81,241.3,0,3
976,3,2016-09-21 17:00:00,0,118,0,96,19,1,2,0,0,0,85,33,0,0,118,1014.1,1019.1,310,1.0,20.8,93,0.0,69.95,115.54,127.05148148148147,81.4,237.81,241.3,0,3
977,3,2016-09-21 17:00:00,1,77,0,73,0,1,1,2,0,0,63,14,66,11,0,1014.1,1019.1,310,1.0,20.8,93,0.0,69.95,115.54,127.05148148148147,81.4,237.81,241.3,0,3
978,1,2016-09-21 17:00:00,0,47,0,44,3,0,0,0,0,0,39,8,0,0,47,1014.1,1019.1,310,1.0,20.8,93,0.0,69.95,115.54,127.05148148148147,81.4,237.81,241.3,0,3
979,1,2016-09-21 17:00:00,1,94,0,86,2,3,0,2,0,1,62,32,75,19,0,1014.1,1019.1,310,1.0,20.8,93,0.0,69.95,115.54,127.05148148148147,81.4,237.81,241.3,0,3
980,2,2016-09-21 17:20:00,0,77,0,71,6,0,0,0,0,0,56,21,0,0,77,1014.1,1019.1,310,1.0,20.8,93,0.0,56.71,93.73,141.18727272727273,91.68,205.02,133.25,0,3
981,3,2016-09-21 17:20:00,0,116,0,94,20,1,1,0,0,0,80,36,0,0,116,1014.1,1019.1,310,1.0,20.8,93,0.0,56.71,93.73,141.18727272727273,91.68,205.02,133.25,0,3
982,3,2016-09-21 17:20:00,1,94,0,89,3,2,0,0,0,0,65,29,85,9,0,1014.1,1019.1,310,1.0,20.8,93,0.0,56.71,93.73,141.18727272727273,91.68,205.02,133.25,0,3
983,1,2016-09-21 17:20:00,0,35,0,31,3,1,0,0,0,0,23,12,0,0,35,1014.1,1019.1,310,1.0,20.8,93,0.0,56.71,93.73,141.18727272727273,91.68,205.02,133.25,0,3
984,1,2016-09-21 17:20:00,1,109,0,89,7,3,7,3,0,0,60,49,99,10,0,1014.1,1019.1,310,1.0,20.8,93,0.0,56.71,93.73,141.18727272727273,91.68,205.02,133.25,0,3
985,2,2016-09-21 17:40:00,0,83,0,77,6,0,0,0,0,0,62,21,0,0,83,1014.1,1019.1,310,1.0,20.8,93,0.0,70.97,108.61,140.86,92.06,210.74041666666665,173.89,0,3
986,3,2016-09-21 17:40:00,0,100,0,85,15,0,0,0,0,0,82,18,0,0,100,1014.1,1019.1,310,1.0,20.8,93,0.0,70.97,108.61,140.86,92.06,210.74041666666665,173.89,0,3
987,3,2016-09-21 17:40:00,1,95,0,86,4,5,0,0,0,0,62,33,86,9,0,1014.1,1019.1,310,1.0,20.8,93,0.0,70.97,108.61,140.86,92.06,210.74041666666665,173.89,0,3
988,1,2016-09-21 17:40:00,0,20,0,20,0,0,0,0,0,0,11,9,0,0,20,1014.1,1019.1,310,1.0,20.8,93,0.0,70.97,108.61,140.86,92.06,210.74041666666665,173.89,0,3
989,1,2016-09-21 17:40:00,1,94,0,86,3,1,4,0,0,0,62,32,85,9,0,1014.1,1019.1,310,1.0,20.8,93,0.0,70.97,108.61,140.86,92.06,210.74041666666665,173.89,0,3
990,2,2016-09-21 18:00:00,0,58,0,51,6,1,0,0,0,0,40,18,0,0,58,1013.1,1018.1,341,1.7,20.2,94,0.0,78.48,108.34,130.06,109.19,205.6309523809524,164.54,0,18
991,3,2016-09-21 18:00:00,0,90,0,72,16,0,2,0,0,0,68,22,0,0,90,1013.1,1018.1,341,1.7,20.2,94,0.0,78.48,108.34,130.06,109.19,205.6309523809524,164.54,0,18
992,3,2016-09-21 18:00:00,1,67,0,59,4,0,2,2,0,0,45,22,59,8,0,1013.1,1018.1,341,1.7,20.2,94,0.0,78.48,108.34,130.06,109.19,205.6309523809524,164.54,0,18
993,1,2016-09-21 18:00:00,0,20,0,19,1,0,0,0,0,0,14,6,0,0,20,1013.1,1018.1,341,1.7,20.2,94,0.0,78.48,108.34,130.06,109.19,205.6309523809524,164.54,0,18
994,1,2016-09-21 18:00:00,1,74,0,71,2,0,1,0,0,0,46,28,67,7,0,1013.1,1018.1,341,1.7,20.2,94,0.0,78.48,108.34,130.06,109.19,205.6309523809524,164.54,0,18
995,2,2016-09-21 18:20:00,0,72,0,70,2,0,0,0,0,0,45,27,0,0,72,1013.1,1018.1,341,1.7,20.2,94,0.0,56.71,117.79,146.2986956521739,68.14,258.6931818181818,131.76,0,18
996,3,2016-09-21 18:20:00,0,72,0,54,15,0,3,0,0,0,52,20,0,0,72,1013.1,1018.1,341,1.7,20.2,94,0.0,56.71,117.79,146.2986956521739,68.14,258.6931818181818,131.76,0,18
997,3,2016-09-21 18:20:00,1,75,0,71,2,1,0,1,0,0,53,22,70,5,0,1013.1,1018.1,341,1.7,20.2,94,0.0,56.71,117.79,146.2986956521739,68.14,258.6931818181818,131.76,0,18
998,1,2016-09-21 18:20:00,0,20,0,19,1,0,0,0,0,0,16,4,0,0,20,1013.1,1018.1,341,1.7,20.2,94,0.0,56.71,117.79,146.2986956521739,68.14,258.6931818181818,131.76,0,18
999,1,2016-09-21 18:20:00,1,85,0,77,3,2,1,1,0,1,57,28,73,12,0,1013.1,1018.1,341,1.7,20.2,94,0.0,56.71,117.79,146.2986956521739,68.14,258.6931818181818,131.76,0,18
1000,2,2016-09-21 18:40:00,0,49,0,39,9,0,1,0,0,0,34,15,0,0,49,1013.1,1018.1,341,1.7,20.2,94,0.0,66.62,119.67,141.04,128.4,227.261,188.63,0,18
1001,3,2016-09-21 18:40:00,0,52,0,40,11,0,1,0,0,0,43,9,0,0,52,1013.1,1018.1,341,1.7,20.2,94,0.0,66.62,119.67,141.04,128.4,227.261,188.63,0,18
1002,3,2016-09-21 18:40:00,1,68,0,62,2,0,1,3,0,0,49,19,60,8,0,1013.1,1018.1,341,1.7,20.2,94,0.0,66.62,119.67,141.04,128.4,227.261,188.63,0,18
1003,1,2016-09-21 18:40:00,0,24,0,24,0,0,0,0,0,0,16,8,0,0,24,1013.1,1018.1,341,1.7,20.2,94,0.0,66.62,119.67,141.04,128.4,227.261,188.63,0,18
1004,1,2016-09-21 18:40:00,1,78,0,70,4,4,0,0,0,0,60,18,57,21,0,1013.1,1018.1,341,1.7,20.2,94,0.0,66.62,119.67,141.04,128.4,227.261,188.63,0,18
