"tollgate_id","time_window","direction","volume","volume_model0","volume_model1","volume_model2","volume_model3","volume_model4","volume_model5","volume_model6","volume_model7","volume_etc0","volume_etc1","volume_type0","volume_type1","volume_type2"
"3","2016-09-21 16:00:00","1","87","0","83","4","0","0","0","0","0","61","26","81","6","0"
"1","2016-09-21 16:00:00","0","46","0","43","2","0","1","0","0","0","34","12","0","0","46"
"1","2016-09-21 16:00:00","1","105","0","95","5","3","0","2","0","0","74","31","91","14","0"
"2","2016-09-21 16:00:00","0","66","0","58","8","0","0","0","0","0","50","16","0","0","66"
"3","2016-09-21 16:20:00","0","118","0","96","21","0","1","0","0","0","90","28","0","0","118"
"3","2016-09-21 16:20:00","1","88","0","77","5","2","2","2","0","0","67","21","78","10","0"
"1","2016-09-21 16:20:00","0","45","0","43","1","0","1","0","0","0","33","12","0","0","45"
"1","2016-09-21 16:20:00","1","97","0","86","5","2","1","3","0","0","71","26","76","21","0"
"2","2016-09-21 16:20:00","0","81","0","65","15","1","0","0","0","0","67","14","0","0","81"
"3","2016-09-21 16:40:00","0","124","0","98","23","1","2","0","0","0","95","29","0","0","124"
"3","2016-09-21 16:40:00","1","100","0","90","5","3","0","2","0","0","77","23","86","14","0"
"1","2016-09-21 16:40:00","0","46","0","41","3","0","2","0","0","0","32","14","0","0","46"
"1","2016-09-21 16:40:00","1","98","0","84","11","1","2","0","0","0","76","22","80","18","0"
"2","2016-09-21 16:40:00","0","99","0","87","11","0","1","0","0","0","77","22","0","0","99"
"3","2016-09-21 17:00:00","0","118","0","96","19","1","2","0","0","0","85","33","0","0","118"
"3","2016-09-21 17:00:00","1","77","0","73","0","1","1","2","0","0","63","14","66","11","0"
"1","2016-09-21 17:00:00","0","47","0","44","3","0","0","0","0","0","39","8","0","0","47"
"1","2016-09-21 17:00:00","1","94","0","86","2","3","0","2","0","1","62","32","75","19","0"
"2","2016-09-21 17:00:00","0","88","0","82","6","0","0","0","0","0","70","18","0","0","88"
"3","2016-09-21 17:20:00","0","116","0","94","20","1","1","0","0","0","80","36","0","0","116"
"3","2016-09-21 17:20:00","1","94","0","89","3","2","0","0","0","0","65","29","85","9","0"
"1","2016-09-21 17:20:00","0","35","0","31","3","1","0","0","0","0","23","12","0","0","35"
"1","2016-09-21 17:20:00","1","109","0","89","7","3","7","3","0","0","60","49","99","10","0"
"2","2016-09-21 17:20:00","0","77","0","71","6","0","0","0","0","0","56","21","0","0","77"
"3","2016-09-21 17:40:00","0","100","0","85","15","0","0","0","0","0","82","18","0","0","100"
"3","2016-09-21 17:40:00","1","95","0","86","4","5","0","0","0","0","62","33","86","9","0"
"1","2016-09-21 17:40:00","0","20","0","20","0","0","0","0","0","0","11","9","0","0","20"
"1","2016-09-21 17:40:00","1","94","0","86","3","1","4","0","0","0","62","32","85","9","0"
"2","2016-09-21 17:40:00","0","83","0","77","6","0","0","0","0","0","62","21","0","0","83"
"3","2016-09-21 18:00:00","0","90","0","72","16","0","2","0","0","0","68","22","0","0","90"
"3","2016-09-21 18:00:00","1","67","0","59","4","0","2","2","0","0","45","22","59","8","0"
"1","2016-09-21 18:00:00","0","20","0","19","1","0","0","0","0","0","14","6","0","0","20"
"1","2016-09-21 18:00:00","1","74","0","71","2","0","1","0","0","0","46","28","67","7","0"
"2","2016-09-21 18:00:00","0","58","0","51","6","1","0","0","0","0","40","18","0","0","58"
"3","2016-09-21 18:20:00","0","72","0","54","15","0","3","0","0","0","52","20","0","0","72"
"3","2016-09-21 18:20:00","1","75","0","71","2","1","0","1","0","0","53","22","70","5","0"
"1","2016-09-21 18:20:00","0","20","0","19","1","0","0","0","0","0","16","4","0","0","20"
"1","2016-09-21 18:20:00","1","85","0","77","3","2","1","1","0","1","57","28","73","12","0"
"2","2016-09-21 18:20:00","0","72","0","70","2","0","0","0","0","0","45","27","0","0","72"
"3","2016-09-21 18:40:00","0","52","0","40","11","0","1","0","0","0","43","9","0","0","52"
"3","2016-09-21 18:40:00","1","68","0","62","2","0","1","3","0","0","49","19","60","8","0"
"1","2016-09-21 18:40:00","0","24","0","24","0","0","0","0","0","0","16","8","0","0","24"
"1","2016-09-21 18:40:00","1","78","0","70","4","4","0","0","0","0","60","18","57","21","0"
"2","2016-09-21 18:40:00","0","49","0","39","9","0","1","0","0","0","34","15","0","0","49"
"3","2016-09-21 19:00:00","0","64","0","51","12","1","0","0","0","0","53","11","0","0","64"
"3","2016-09-21 19:00:00","1","60","0","56","1","2","0","1","0","0","44","16","53","7","0"
"1","2016-09-21 19:00:00","0","19","0","19","0","0","0","0","0","0","16","3","0","0","19"
"1","2016-09-21 19:00:00","1","46","0","40","4","1","0","1","0","0","35","11","36","10","0"
"2","2016-09-21 19:00:00","0","47","0","45","2","0","0","0","0","0","35","12","0","0","47"
"3","2016-09-21 19:20:00","0","48","0","31","17","0","0","0","0","0","35","13","0","0","48"
"3","2016-09-21 19:20:00","1","52","0","48","4","0","0","0","0","0","40","12","47","5","0"
"1","2016-09-21 19:20:00","0","19","0","18","1","0","0","0","0","0","13","6","0","0","19"
"1","2016-09-21 19:20:00","1","40","0","33","4","1","1","1","0","0","32","8","30","10","0"
"2","2016-09-21 19:20:00","0","35","0","30","4","1","0","0","0","0","29","6","0","0","35"
"3","2016-09-21 19:40:00","0","65","0","43","22","0","0","0","0","0","46","19","0","0","65"
"3","2016-09-21 19:40:00","1","39","0","37","0","0","0","2","0","0","27","12","36","3","0"
"1","2016-09-21 19:40:00","0","25","0","24","0","1","0","0","0","0","16","9","0","0","25"
"1","2016-09-21 19:40:00","1","49","0","45","2","1","0","0","0","1","37","12","37","12","0"
"2","2016-09-21 19:40:00","0","38","0","32","6","0","0","0","0","0","32","6","0","0","38"
"3","2016-09-21 20:00:00","0","42","0","31","10","0","1","0","0","0","35","7","0","0","42"
"3","2016-09-21 20:00:00","1","49","0","40","4","1","2","2","0","0","43","6","41","8","0"
"1","2016-09-21 20:00:00","0","20","0","20","0","0","0","0","0","0","13","7","0","0","20"
"1","2016-09-21 20:00:00","1","43","0","39","1","0","0","3","0","0","28","15","36","7","0"
"2","2016-09-21 20:00:00","0","38","0","29","9","0","0","0","0","0","28","10","0","0","38"
"3","2016-09-21 20:20:00","0","40","0","27","13","0","0","0","0","0","33","7","0","0","40"
"3","2016-09-21 20:20:00","1","40","0","37","1","0","0","2","0","0","29","11","33","7","0"
"1","2016-09-21 20:20:00","0","15","0","13","2","0","0","0","0","0","11","4","0","0","15"
"1","2016-09-21 20:20:00","1","47","0","42","4","0","0","1","0","0","39","8","37","10","0"
"2","2016-09-21 20:20:00","0","18","0","15","3","0","0","0","0","0","13","5","0","0","18"
"3","2016-09-21 20:40:00","0","42","0","33","9","0","0","0","0","0","35","7","0","0","42"
"3","2016-09-21 20:40:00","1","35","0","32","1","2","0","0","0","0","23","12","32","3","0"
"1","2016-09-21 20:40:00","0","30","0","24","6","0","0","0","0","0","25","5","0","0","30"
"1","2016-09-21 20:40:00","1","26","0","23","2","0","0","1","0","0","18","8","22","4","0"
"2","2016-09-21 20:40:00","0","24","0","19","5","0","0","0","0","0","18","6","0","0","24"
"3","2016-09-21 21:00:00","0","42","0","31","11","0","0","0","0","0","31","11","0","0","42"
"3","2016-09-21 21:00:00","1","41","0","32","2","2","0","5","0","0","31","10","31","10","0"
"1","2016-09-21 21:00:00","0","13","0","13","0","0","0","0","0","0","9","4","0","0","13"
"1","2016-09-21 21:00:00","1","29","0","23","3","0","0","3","0","0","25","4","18","11","0"
"2","2016-09-21 21:00:00","0","27","0","25","2","0","0","0","0","0","19","8","0","0","27"
"3","2016-09-21 21:20:00","0","43","0","28","15","0","0","0","0","0","38","5","0","0","43"
"3","2016-09-21 21:20:00","1","46","0","40","2","0","0","4","0","0","32","14","38","8","0"
"1","2016-09-21 21:20:00","0","18","0","12","6","0","0","0","0","0","15","3","0","0","18"
"1","2016-09-21 21:20:00","1","33","0","28","3","1","0","1","0","0","28","5","26","7","0"
"2","2016-09-21 21:20:00","0","32","0","24","7","0","1","0","0","0","21","11","0","0","32"
"3","2016-09-21 21:40:00","0","35","0","23","11","0","1","0","0","0","25","10","0","0","35"
"3","2016-09-21 21:40:00","1","30","0","25","0","2","0","3","0","0","21","9","25","5","0"
"1","2016-09-21 21:40:00","0","11","0","11","0","0","0","0","0","0","8","3","0","0","11"
"1","2016-09-21 21:40:00","1","28","0","22","6","0","0","0","0","0","19","9","21","7","0"
"2","2016-09-21 21:40:00","0","26","0","17","9","0","0","0","0","0","24","2","0","0","26"
"3","2016-09-21 22:00:00","0","24","0","16","8","0","0","0","0","0","17","7","0","0","24"
"3","2016-09-21 22:00:00","1","20","0","20","0","0","0","0","0","0","15","5","20","0","0"
"1","2016-09-21 22:00:00","0","11","0","11","0","0","0","0","0","0","7","4","0","0","11"
"1","2016-09-21 22:00:00","1","26","0","23","3","0","0","0","0","0","19","7","22","4","0"
"2","2016-09-21 22:00:00","0","24","0","18","6","0","0","0","0","0","20","4","0","0","24"
"3","2016-09-21 22:20:00","0","33","0","25","8","0","0","0","0","0","24","9","0","0","33"
"3","2016-09-21 22:20:00","1","15","0","12","1","0","0","2","0","0","13","2","11","4","0"
"1","2016-09-21 22:20:00","0","8","0","8","0","0","0","0","0","0","3","5","0","0","8"
"1","2016-09-21 22:20:00","1","23","0","22","1","0","0","0","0","0","18","5","19","4","0"
"2","2016-09-21 22:20:00","0","21","0","10","11","0","0","0","0","0","17","4","0","0","21"
"3","2016-09-21 22:40:00","0","17","0","10","7","0","0","0","0","0","15","2","0","0","17"
"3","2016-09-21 22:40:00","1","20","0","17","0","2","0","1","0","0","17","3","16","4","0"
"1","2016-09-21 22:40:00","0","7","0","5","2","0","0","0","0","0","5","2","0","0","7"
"1","2016-09-21 22:40:00","1","25","0","18","4","0","0","2","0","1","20","5","15","10","0"
"2","2016-09-21 22:40:00","0","16","0","11","5","0","0","0","0","0","10","6","0","0","16"
"3","2016-09-21 23:00:00","0","23","0","15","8","0","0","0","0","0","20","3","0","0","23"
"3","2016-09-21 23:00:00","1","21","0","17","2","1","0","1","0","0","16","5","17","4","0"
"1","2016-09-21 23:00:00","0","19","0","12","4","0","0","3","0","0","17","2","0","0","19"
"1","2016-09-21 23:00:00","1","13","0","10","1","0","0","2","0","0","9","4","9","4","0"
"2","2016-09-21 23:00:00","0","7","0","6","1","0","0","0","0","0","3","4","0","0","7"
"3","2016-09-21 23:20:00","0","24","0","13","11","0","0","0","0","0","24","0","0","0","24"
"3","2016-09-21 23:20:00","1","19","0","17","1","0","0","1","0","0","15","4","15","4","0"
"1","2016-09-21 23:20:00","0","13","0","9","3","0","0","1","0","0","13","0","0","0","13"
"1","2016-09-21 23:20:00","1","21","0","15","2","0","0","4","0","0","16","5","15","6","0"
"2","2016-09-21 23:20:00","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1"
"3","2016-09-21 23:40:00","0","18","0","10","8","0","0","0","0","0","17","1","0","0","18"
"3","2016-09-21 23:40:00","1","10","0","10","0","0","0","0","0","0","8","2","9","1","0"
"1","2016-09-21 23:40:00","0","16","0","13","1","0","0","2","0","0","15","1","0","0","16"
"1","2016-09-21 23:40:00","1","14","0","10","2","0","0","1","0","1","12","2","10","4","0"
"2","2016-09-21 23:40:00","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1"
"3","2016-09-22 00:00:00","0","11","0","9","1","0","0","1","0","0","10","1","0","0","11"
"3","2016-09-22 00:00:00","1","142","0","131","3","5","1","2","0","0","110","32","124","18","0"
"1","2016-09-22 00:00:00","0","17","0","13","0","1","1","2","0","0","14","3","0","0","17"
"1","2016-09-22 00:00:00","1","110","0","89","9","1","7","3","0","1","83","27","79","31","0"
"2","2016-09-22 00:00:00","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1"
"3","2016-09-22 00:20:00","0","13","0","11","0","0","0","2","0","0","11","2","0","0","13"
"3","2016-09-22 00:20:00","1","106","0","90","5","7","1","2","0","1","75","31","91","15","0"
"1","2016-09-22 00:20:00","0","5","0","4","0","0","0","1","0","0","4","1","0","0","5"
"1","2016-09-22 00:20:00","1","74","0","51","9","5","1","5","0","3","63","11","41","33","0"
"2","2016-09-22 00:20:00","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1"
"3","2016-09-22 00:40:00","0","12","0","10","1","0","0","1","0","0","12","0","0","0","12"
"3","2016-09-22 00:40:00","1","72","0","63","5","2","0","1","0","1","60","12","63","9","0"
"1","2016-09-22 00:40:00","0","16","1","9","2","0","1","3","0","0","14","2","0","0","16"
"1","2016-09-22 00:40:00","1","49","0","33","8","2","6","0","0","0","39","10","37","12","0"
"2","2016-09-22 00:40:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 01:00:00","0","16","1","13","2","0","0","0","0","0","16","0","0","0","16"
"3","2016-09-22 01:00:00","1","5","0","3","2","0","0","0","0","0","3","2","2","3","0"
"1","2016-09-22 01:00:00","0","6","0","3","1","0","1","1","0","0","6","0","0","0","6"
"1","2016-09-22 01:00:00","1","6","0","6","0","0","0","0","0","0","6","0","5","1","0"
"2","2016-09-22 01:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 01:20:00","0","10","0","8","1","0","0","1","0","0","10","0","0","0","10"
"3","2016-09-22 01:20:00","1","8","0","6","0","1","0","1","0","0","7","1","6","2","0"
"1","2016-09-22 01:20:00","0","9","1","5","1","0","0","2","0","0","9","0","0","0","9"
"1","2016-09-22 01:20:00","1","9","0","7","0","0","0","2","0","0","5","4","5","4","0"
"2","2016-09-22 01:20:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 01:40:00","0","13","0","12","0","0","0","1","0","0","13","0","0","0","13"
"3","2016-09-22 01:40:00","1","5","0","4","1","0","0","0","0","0","3","2","4","1","0"
"1","2016-09-22 01:40:00","0","12","0","6","1","3","0","2","0","0","11","1","0","0","12"
"1","2016-09-22 01:40:00","1","10","0","5","1","2","0","2","0","0","8","2","4","6","0"
"2","2016-09-22 01:40:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 02:00:00","0","15","0","14","1","0","0","0","0","0","12","3","0","0","15"
"3","2016-09-22 02:00:00","1","5","0","2","0","0","0","3","0","0","5","0","2","3","0"
"1","2016-09-22 02:00:00","0","4","0","2","0","1","0","1","0","0","4","0","0","0","4"
"1","2016-09-22 02:00:00","1","11","0","8","2","0","0","1","0","0","10","1","6","5","0"
"2","2016-09-22 02:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 02:20:00","0","8","0","8","0","0","0","0","0","0","7","1","0","0","8"
"3","2016-09-22 02:20:00","1","5","0","3","0","0","0","2","0","0","3","2","3","2","0"
"1","2016-09-22 02:20:00","0","8","0","3","2","3","0","0","0","0","7","1","0","0","8"
"1","2016-09-22 02:20:00","1","8","0","3","2","2","0","1","0","0","7","1","2","6","0"
"2","2016-09-22 02:20:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 02:40:00","0","12","0","11","1","0","0","0","0","0","12","0","0","0","12"
"3","2016-09-22 02:40:00","1","6","0","3","0","1","0","2","0","0","5","1","2","4","0"
"1","2016-09-22 02:40:00","0","10","0","3","4","2","0","1","0","0","9","1","0","0","10"
"1","2016-09-22 02:40:00","1","4","0","3","1","0","0","0","0","0","4","0","1","3","0"
"2","2016-09-22 02:40:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 03:00:00","0","16","0","11","4","1","0","0","0","0","14","2","0","0","16"
"3","2016-09-22 03:00:00","1","5","0","5","0","0","0","0","0","0","5","0","4","1","0"
"1","2016-09-22 03:00:00","0","7","0","4","1","1","0","1","0","0","6","1","0","0","7"
"1","2016-09-22 03:00:00","1","9","0","4","5","0","0","0","0","0","9","0","1","8","0"
"2","2016-09-22 03:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 03:20:00","0","18","0","12","1","2","0","3","0","0","18","0","0","0","18"
"3","2016-09-22 03:20:00","1","4","0","2","1","1","0","0","0","0","4","0","1","3","0"
"1","2016-09-22 03:20:00","0","8","1","4","0","2","0","1","0","0","7","1","0","0","8"
"1","2016-09-22 03:20:00","1","15","0","12","1","1","0","1","0","0","15","0","1","14","0"
"2","2016-09-22 03:20:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 03:40:00","0","12","0","9","1","0","0","2","0","0","11","1","0","0","12"
"3","2016-09-22 03:40:00","1","2","0","1","1","0","0","0","0","0","2","0","0","2","0"
"1","2016-09-22 03:40:00","0","6","0","4","2","0","0","0","0","0","5","1","0","0","6"
"1","2016-09-22 03:40:00","1","13","0","13","0","0","0","0","0","0","13","0","6","7","0"
"2","2016-09-22 03:40:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 04:00:00","0","11","0","9","1","0","0","1","0","0","10","1","0","0","11"
"3","2016-09-22 04:00:00","1","8","0","7","1","0","0","0","0","0","6","2","5","3","0"
"1","2016-09-22 04:00:00","0","4","0","1","1","0","0","2","0","0","4","0","0","0","4"
"1","2016-09-22 04:00:00","1","21","0","15","0","1","0","5","0","0","21","0","7","14","0"
"2","2016-09-22 04:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 04:20:00","0","16","0","9","1","0","0","6","0","0","15","1","0","0","16"
"3","2016-09-22 04:20:00","1","5","0","3","1","0","0","1","0","0","5","0","1","4","0"
"1","2016-09-22 04:20:00","0","10","0","3","2","1","0","4","0","0","9","1","0","0","10"
"1","2016-09-22 04:20:00","1","12","0","10","1","0","0","1","0","0","11","1","7","5","0"
"2","2016-09-22 04:20:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 04:40:00","0","10","0","8","0","2","0","0","0","0","9","1","0","0","10"
"3","2016-09-22 04:40:00","1","5","0","1","2","1","1","0","0","0","5","0","0","5","0"
"1","2016-09-22 04:40:00","0","11","0","4","3","1","0","3","0","0","11","0","0","0","11"
"1","2016-09-22 04:40:00","1","22","0","18","2","0","0","2","0","0","22","0","10","12","0"
"2","2016-09-22 04:40:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","2016-09-22 05:00:00","0","16","0","7","9","0","0","0","0","0","13","3","0","0","16"
"3","2016-09-22 05:00:00","1","14","0","7","0","2","1","4","0","0","12","2","3","11","0"
"1","2016-09-22 05:00:00","0","5","0","2","3","0","0","0","0","0","5","0","0","0","5"
"1","2016-09-22 05:00:00","1","27","0","17","6","0","0","4","0","0","26","1","10","17","0"
"2","2016-09-22 05:00:00","0","18","0","5","13","0","0","0","0","0","18","0","0","0","18"
"3","2016-09-22 05:20:00","0","20","0","10","10","0","0","0","0","0","20","0","0","0","20"
"3","2016-09-22 05:20:00","1","9","0","3","3","1","0","2","0","0","9","0","2","7","0"
"1","2016-09-22 05:20:00","0","2","0","2","0","0","0","0","0","0","1","1","0","0","2"
"1","2016-09-22 05:20:00","1","27","0","22","3","1","0","1","0","0","26","1","8","19","0"
"2","2016-09-22 05:20:00","0","20","0","9","11","0","0","0","0","0","19","1","0","0","20"
"3","2016-09-22 05:40:00","0","24","0","11","12","0","1","0","0","0","20","4","0","0","24"
"3","2016-09-22 05:40:00","1","10","0","7","1","1","0","1","0","0","7","3","5","5","0"
"1","2016-09-22 05:40:00","0","3","0","2","1","0","0","0","0","0","2","1","0","0","3"
"1","2016-09-22 05:40:00","1","39","0","30","2","2","0","5","0","0","33","6","20","19","0"
"2","2016-09-22 05:40:00","0","21","0","12","9","0","0","0","0","0","16","5","0","0","21"
"3","2016-09-22 06:00:00","0","26","0","20","6","0","0","0","0","0","21","5","0","0","26"
"3","2016-09-22 06:00:00","1","33","0","23","2","4","0","4","0","0","30","3","19","14","0"
"1","2016-09-22 06:00:00","0","6","3","2","1","0","0","0","0","0","6","0","0","0","6"
"1","2016-09-22 06:00:00","1","42","0","31","6","1","0","4","0","0","37","5","21","21","0"
"2","2016-09-22 06:00:00","0","30","0","24","6","0","0","0","0","0","25","5","0","0","30"
"3","2016-09-22 06:20:00","0","33","0","22","11","0","0","0","0","0","27","6","0","0","33"
"3","2016-09-22 06:20:00","1","37","0","29","5","3","0","0","0","0","26","11","24","13","0"
"1","2016-09-22 06:20:00","0","10","0","7","2","1","0","0","0","0","8","2","0","0","10"
"1","2016-09-22 06:20:00","1","61","0","44","10","3","0","3","0","1","54","7","30","31","0"
"2","2016-09-22 06:20:00","0","31","0","25","6","0","0","0","0","0","29","2","0","0","31"
"3","2016-09-22 06:40:00","0","100","14","60","23","1","2","0","0","0","76","24","0","0","100"
"3","2016-09-22 06:40:00","1","50","0","43","3","1","1","2","0","0","38","12","38","12","0"
"1","2016-09-22 06:40:00","0","36","0","25","8","1","2","0","0","0","31","5","0","0","36"
"1","2016-09-22 06:40:00","1","60","0","46","5","3","0","6","0","0","52","8","34","26","0"
"2","2016-09-22 06:40:00","0","38","0","30","8","0","0","0","0","0","29","9","0","0","38"
"3","2016-09-22 07:00:00","0","122","0","93","25","0","4","0","0","0","79","43","0","0","122"
"3","2016-09-22 07:00:00","1","63","0","57","3","1","1","1","0","0","44","19","51","12","0"
"1","2016-09-22 07:00:00","0","28","0","22","6","0","0","0","0","0","23","5","0","0","28"
"1","2016-09-22 07:00:00","1","79","0","62","10","2","2","2","0","1","62","17","53","26","0"
"2","2016-09-22 07:00:00","0","72","0","63","7","1","1","0","0","0","39","33","0","0","72"
"3","2016-09-22 07:20:00","0","112","0","99","11","1","1","0","0","0","70","42","0","0","112"
"3","2016-09-22 07:20:00","1","88","0","82","3","1","0","1","0","1","71","17","74","14","0"
"1","2016-09-22 07:20:00","0","40","0","37","3","0","0","0","0","0","28","12","0","0","40"
"1","2016-09-22 07:20:00","1","96","0","81","5","2","2","5","0","1","75","21","73","23","0"
"2","2016-09-22 07:20:00","0","79","0","76","2","1","0","0","0","0","43","36","0","0","79"
"3","2016-09-22 07:40:00","0","134","0","118","14","0","2","0","0","0","82","52","0","0","134"
"3","2016-09-22 07:40:00","1","93","0","84","3","2","3","1","0","0","65","28","85","8","0"
"1","2016-09-22 07:40:00","0","34","0","32","2","0","0","0","0","0","21","13","0","0","34"
"1","2016-09-22 07:40:00","1","100","0","86","7","3","2","2","0","0","76","24","73","27","0"
"2","2016-09-22 07:40:00","0","100","0","94","4","0","2","0","0","0","58","42","0","0","100"
"3","2016-09-22 08:00:00","0","164","0","146","16","1","1","0","0","0","107","57","0","0","164"
"3","2016-09-22 08:00:00","1","121","0","109","6","3","0","3","0","0","81","40","103","18","0"
"1","2016-09-22 08:00:00","0","50","0","46","2","0","2","0","0","0","36","14","0","0","50"
"1","2016-09-22 08:00:00","1","106","0","95","6","1","2","2","0","0","77","29","89","17","0"
"2","2016-09-22 08:00:00","0","108","0","98","10","0","0","0","0","0","74","34","0","0","108"
"3","2016-09-22 08:20:00","0","160","0","135","24","1","0","0","0","0","115","45","0","0","160"
"3","2016-09-22 08:20:00","1","127","0","115","5","3","0","2","0","2","98","29","109","18","0"
"1","2016-09-22 08:20:00","0","58","0","49","7","2","0","0","0","0","43","15","0","0","58"
"1","2016-09-22 08:20:00","1","98","0","86","4","2","4","1","0","1","72","26","82","16","0"
"2","2016-09-22 08:20:00","0","110","0","99","10","1","0","0","0","0","76","34","0","0","110"
"3","2016-09-22 08:40:00","0","172","0","149","20","1","2","0","0","0","122","50","0","0","172"
"3","2016-09-22 08:40:00","1","136","0","129","4","2","1","0","0","0","87","49","126","10","0"
"1","2016-09-22 08:40:00","0","51","0","48","1","2","0","0","0","0","31","20","0","0","51"
"1","2016-09-22 08:40:00","1","111","0","93","9","2","4","2","0","1","75","36","86","25","0"
"2","2016-09-22 08:40:00","0","101","0","87","14","0","0","0","0","0","69","32","0","0","101"
"3","2016-09-22 09:00:00","0","151","0","132","16","2","1","0","0","0","102","49","0","0","151"
"3","2016-09-22 09:00:00","1","116","0","107","2","4","1","1","0","1","86","30","102","14","0"
"1","2016-09-22 09:00:00","0","43","0","38","4","0","1","0","0","0","30","13","0","0","43"
"1","2016-09-22 09:00:00","1","123","0","106","8","3","3","2","0","1","99","24","91","32","0"
"2","2016-09-22 09:00:00","0","96","0","83","10","1","0","0","0","2","68","28","0","0","96"
"3","2016-09-22 09:20:00","0","132","0","108","22","1","1","0","0","0","101","31","0","0","132"
"3","2016-09-22 09:20:00","1","110","0","97","7","4","2","0","0","0","78","32","96","14","0"
"1","2016-09-22 09:20:00","0","52","0","47","5","0","0","0","0","0","46","6","0","0","52"
"1","2016-09-22 09:20:00","1","107","0","94","8","1","3","1","0","0","77","30","77","30","0"
"2","2016-09-22 09:20:00","0","81","0","70","11","0","0","0","0","0","61","20","0","0","81"
"3","2016-09-22 09:40:00","0","101","0","85","16","0","0","0","0","0","74","27","0","0","101"
"3","2016-09-22 09:40:00","1","96","0","86","8","2","0","0","0","0","67","29","83","13","0"
"1","2016-09-22 09:40:00","0","59","0","52","6","1","0","0","0","0","46","13","0","0","59"
"1","2016-09-22 09:40:00","1","110","0","94","7","3","3","2","0","1","85","25","86","24","0"
"2","2016-09-22 09:40:00","0","65","0","58","7","0","0","0","0","0","53","12","0","0","65"
"3","2016-09-22 10:00:00","0","92","0","73","17","1","1","0","0","0","73","19","0","0","92"
"3","2016-09-22 10:00:00","1","82","0","71","5","3","0","3","0","0","69","13","64","18","0"
"1","2016-09-22 10:00:00","0","47","0","44","2","0","1","0","0","0","37","10","0","0","47"
"1","2016-09-22 10:00:00","1","98","0","83","6","3","3","3","0","0","76","22","68","30","0"
"2","2016-09-22 10:00:00","0","83","0","70","12","0","0","0","0","1","64","19","0","0","83"
"3","2016-09-22 10:20:00","0","112","0","93","17","1","1","0","0","0","78","34","0","0","112"
"3","2016-09-22 10:20:00","1","91","0","81","6","1","0","3","0","0","68","23","71","20","0"
"1","2016-09-22 10:20:00","0","49","0","45","3","0","1","0","0","0","37","12","0","0","49"
"1","2016-09-22 10:20:00","1","106","0","88","9","3","2","3","0","1","81","25","74","32","0"
"2","2016-09-22 10:20:00","0","48","0","44","4","0","0","0","0","0","34","14","0","0","48"
"3","2016-09-22 10:40:00","0","100","0","78","21","1","0","0","0","0","83","17","0","0","100"
"3","2016-09-22 10:40:00","1","102","0","90","7","3","0","2","0","0","85","17","76","26","0"
"1","2016-09-22 10:40:00","0","43","0","38","5","0","0","0","0","0","34","9","0","0","43"
"1","2016-09-22 10:40:00","1","85","0","76","4","2","2","1","0","0","64","21","60","25","0"
"2","2016-09-22 10:40:00","0","44","0","39","4","0","0","0","0","1","29","15","0","0","44"
"3","2016-09-22 11:00:00","0","87","0","63","23","0","1","0","0","0","73","14","0","0","87"
"3","2016-09-22 11:00:00","1","64","0","56","3","3","0","2","0","0","48","16","55","9","0"
"1","2016-09-22 11:00:00","0","27","0","23","3","0","1","0","0","0","22","5","0","0","27"
"1","2016-09-22 11:00:00","1","76","0","58","7","5","2","3","0","1","57","19","53","23","0"
"2","2016-09-22 11:00:00","0","60","0","49","11","0","0","0","0","0","47","13","0","0","60"
"3","2016-09-22 11:20:00","0","107","0","78","28","0","1","0","0","0","90","17","0","0","107"
"3","2016-09-22 11:20:00","1","72","0","62","4","2","1","3","0","0","55","17","55","17","0"
"1","2016-09-22 11:20:00","0","35","0","32","2","1","0","0","0","0","27","8","0","0","35"
"1","2016-09-22 11:20:00","1","85","0","70","10","3","0","2","0","0","64","21","61","24","0"
"2","2016-09-22 11:20:00","0","52","0","47","4","0","1","0","0","0","35","17","0","0","52"
"3","2016-09-22 11:40:00","0","91","0","61","27","0","3","0","0","0","64","27","0","0","91"
